name,organization,homepage,logo,twitter,crunchbase_url,funding,member,relation,tag,license,headquarters,description,crunchbase_description,crunchbase_homepage,crunchbase_city,crunchbase_region,crunchbase_country,crunchbase_twitter,crunchbase_linkedin,crunchbase_ticker,crunchbase_kind,crunchbase_min_employees,crunchbase_max_employees,category,subcategory,oss,github_repo,github_stars,github_description,github_latest_commit_date,github_latest_commit_link,github_latest_release_date,github_latest_release_link,github_start_commit_date,github_start_commit_link,github_contributors_count,github_contributors_link,accepted,incubation,graduated,dev_stats_url,artwork_url,blog_url,mailing_list_url,slack_url,youtube_url,chat_channel,last_audit_date,last_audit_url
Koninklijke Luchtmacht,,https://www.defensie.nl/organisatie/luchtmacht,logos/33318c64e49beee0812b1268f0106497230f67247dd5362dd826ff96bf33a5f3.svg,http://www.twitter.com/Kon_Luchtmacht,,,,,,,,"Wij zijn de Koninklijke Luchtmacht. Een klein team met veel ambitie en kracht. Elke dag, van vroeg tot laat, zijn wij actief op de grond en in de lucht.",,,,,,,,,,,,Government,All,,,,,,,,,,,,,,,,,,,,,,,,
Koppert Natutec Drone,,https://koppert.com,logos/5939ae59a08f6d38481794795af224e3143a6907c2e44cf515fcff8428bb834c.svg,,,,,,,,,"Koppert Natutec Drone develops and delivers drone systems and services for inspection, mapping, security and other industrial applications, integrating hardware, software and operations.",,,,,,,,,,,,Drone/UAV Mapping,All,,,,,,,,,,,,,,,,,,,,,,,,
KVE Composites,,https://kve.nl,logos/90757dae039f1061a1f4994866154f6fb63d121a507727f975832e58d1340fbd.svg,,,,,,,,,"KVE Composites designs and manufactures advanced components and structures for aerospace and high‑tech applications, with capabilities in materials, machining and qualification.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Leiden Institute for Air Law,,https://www.universiteitleiden.nl/en,logos/0b740f52ad5af7460cdb54eae8625de5ce19d1432b84bdd6550bd7dc2c459ef0.svg,,,,,,,,,Leiden University’s Institute of Air and Space Law advances research and education on aviation and space law and policy.,,,,,,,,,,,,Space Consultancy,All,,,,,,,,,,,,,,,,,,,,,,,,
Leidse Instrumentmakers School,,https://www.lis.nl/,logos/a46a0db900ec25cc758e802a23f453be46a1e5d99ff65b741c52463cc870d9ac.svg,,,,,,,,,"LIS provides vocational education for precision instruments and high‑tech manufacturing, supporting aerospace and other sectors.",,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
Lencon Engineering,,https://www.lencon.nl/,logos/12c6f2284d26303c5c840b0fcf0782e430d9aaead073d4457e94ddf4c38c6133.svg,,,,,,,,,Al meer dan 20 jaar ontwikkelen en leveren we succesvolle producten voor start-ups & multinationals.,,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Lens R&D,,https://lens-rnd.nl/,,,,,,,,,,Lens Research & Development is specialized in high reliable sun sensors for satellite and space applications. Learn more about the BiSon and MAUS sensors...,,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Leuveco,,https://www.leuveco.nl/,,,,,,,,,,"Leuveco B.V. is gespecialiseerd in kabel en connectors. Wij ontwikkelen, testen en fabriceren mechanische- elektrische- en elektronische componenten volgens klant specificaties.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
LioniX International BV,,https://www.lionix-international.com/,logos/26bbaa22ba9383f939496d77480f8b0e555c07cba6230033537428805f8123cd.svg,https://twitter.com/LioniX_Int,,,,,,,,"LioniX International provides customized solutions for OEM’s and System Integrators, from design to fully assembled modules, by vertical integration",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
LIS Leidse Instrumentmakers School,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
Lunar Zebro,,https://zebro.space/,,,,,,,,,,Lunar Zebro provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
M2Sat,,http://www.m2sat.com/,logos/38157ead272aa758100c62415003fbc2cb8c16e12e1070e215f16a082734d370.svg,,,,,,,,,"M2sat' focus is on developing sat-iot solutions for the public sector. We combine this with research and educational activities, using the latest knowhow on satellite IoT communications for the development of new and global applications.",,,,,,,,,,,,Space Consultancy,All,,,,,,,,,,,,,,,,,,,,,,,,
M4Sat,,http://www.m4sat.com/,logos/3129d955819e4a2308b8ea14449ac3f9f77c241174c19c5d806a5be5d2cc15fb.svg,,,,,,,,,"M4SAT was founded in 2011; The management has over 30 years of experience in the telecommunications industry, including 20 years in satellite communication. The last 15 years solely dedicated to the maritime VSAT market.",,,,,,,,,,,,Satellite Communication,All,,,,,,,,,,,,,,,,,,,,,,,,
Machinefabriek West End BV,,https://westendbv.nl/,logos/5c386d8ab1b5428d0f44d67d36fb6f598e2892047f0912f8b038cd02f997e0bd.svg,https://twitter.com/westendbv,,,,,,,,"West End produces the basis for innovation. High-Tech Industry faces constantly new challenges to innovate their products or processes. To support these innovations, West End supplies mechanical systems since 1947. Our ability to understand and transf...",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Magion Industrial Software Solutions BV,,https://www.magion.nl/,logos/e3612ec72ff3211b23621fcd571a176afc9992799db93ad2779db22123272423.svg,,,,,,,,,"Als enthousiast team van technisch specialisten zetten wij de juiste technologische mogelijkheden in om bij te dragen aan een flexibele, efficiënte, duurzame en veilige productie bij onze klanten.",,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Mainblades Inspection,,https://mainblades.com,logos/10e832a0376df8b5a64bc4f31e5ea4685c7cc091b27767611ee4ef04cae7658f.svg,,,,,,,,,"Mainblades Inspection develops and delivers drone systems and services for inspection, mapping, security and other industrial applications, integrating hardware, software and operations.",,,,,,,,,,,,Drone/UAV Mapping,All,,,,,,,,,,,,,,,,,,,,,,,,
Mapture.ai,,https://mapture.ai/,logos/69574bb50234c94728cd80701e232e7558a2029de00d227396f7da33e7197dcb.svg,,,,,,,,,"Over the past years, we have seen drones being used more and more for various applications. However, we believe that this is just the tip of the iceberg. The true potential of drones will be unleashed when they no longer require a drone-pilot. Drones are perfectly able to fly by themselves. Our drone-in-a-box solution offers completely automated data acquisition without the need for a drone-pilot.",,,,,,,,,,,,Drone/UAV Mapping,All,,,,,,,,,,,,,,,,,,,,,,,,
Marieke Baan Wetenschapscommunicatie,,http://mariekebaan.com/,logos/3f4a5b406be3a03558c2ee1372933de1b5cb75f511305403b9f8f9c3bc69e360.svg,https://twitter.com/mariekebaan,,,,,,,,Wetenschapscommunicatie,,,,,,,,,,,,Space Creative Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Maris BV,,https://www.maris.nl/,logos/18970a62b690152e63705f690e810f0fe1e24cb410f54d95b98e1181bfac9424.svg,,,,,,,,,MARIS is highly involved in developing and operating Marine and Oceanographic Data Management services and networks on a pan-European scale.,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Marlink,,https://marlink.com/,logos/5249511dff36360c119335afb039bbf7a3f7298f93a8757db2306616ccdad8da.svg,https://twitter.com/marlink_news,,,,,,,,,,,,,,,,,,,,Satellite Communication,All,,,,,,,,,,,,,,,,,,,,,,,,
Marmoris,,https://marmoris.nl/,logos/22d41502f93baed5286599689ec5dd548b9da858cff94917f1c4f5b9e1b72d6f.svg,,,,,,,,,"Marmoris uses GIS, Remote Sensing and Artificial intelligence (GIS-RS-AI) to help stakeholders involved in coastal ecosystem conservation make data-driven decisions.. Our aim is to provide solutions that are relevant, easy to access, and offer actionable insights. This will allow stakeholders to increase the effectiveness of their work and lower their costs.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Aerospace,,https://marshallaerospace.com,logos/75fa5d25b1a9434b8c3c7878785919a489601342f975b9d514e25ccd81282280.svg,,,,,,,,,"Marshall Aerospace designs and manufactures advanced components and structures for aerospace and high‑tech applications, with capabilities in materials, machining and qualification.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
MBO College Airport,,https://mbocollegeairport.nl,,,,,,,,,,"MBO College Airport conducts research, education and innovation activities related to aerospace and/or unmanned systems, collaborating with industry and public partners.",,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
Meandair,,https://www.meandair.com/,logos/9287af143ccf813af943fcfcba90d07fdf73f965cc53d634171d28ea27ff6d6f.svg,https://twitter.com/radair4d,,,,,,,,Meandair nowcasting tools support pilots with near real-time awareness about the dynamic weather conditions ahead and with timely enough advice to optimize their routes for evolving weather conditions.,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
MetaMeta,,https://metameta.nl/,logos/fa836c7e3082a6e1e8e1f091ea8ce00f1e94b4f26ab4e123a4b56a5c35d0f36d.svg,https://twitter.com/TheWaterChannel,,,,,,,,"MetaMeta is a social enterprise, deeply engaged in water and natural resources management. Our mission is to contribute with practical solutions for a better world and to introduce these at scale.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
MetaSensing,,https://metasensing.com/,logos/ba7fd8af79c5f2b6058a70f409fc394608a47c0018a199bed3962f3fb24eb5ae.svg,,,,,,,,,"MetaSensing provides both airborne and ground based sensors which can be fully customized in order to satisfy the customers' needs. The wide range of frequency bands adopted, including P-, L-, C-, X-, Ku- and a new Ka-band soon available, permitted to develop radar sensors for the most diverse applications: from Structure Monitoring to Oil Spill Detection, from Ship Tracking to Precipitation Monitoring. MetaSensing airborne SAR sensors are completely independent, compact and portable systems which allow accurate aerial mapping surveys by employing small, readily available and inexpensive aircraft, cutting down the campaign operational costs. The company applied the knowledge gathered in many years in the field of airborne SAR mapping also to ground based sensors, providing cost-effective and compact systems suitable for different applications: from structure monitoring to currents and sea waves observation but also weather radars which are specifically designed for urban areas. MetaSensing provides also services, such as data final processing, in order to supply the final user with completely integrated solutions.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Milan Innovincy,,https://m-innovincy.com/,,https://twitter.com/M_Innovincy,,,,,,,,"Milan InnoVincY is a leading company in creating winning eco systems together with it’s partners by utilizing Spationtemporal Analytics and integrated Information Management Systems. We create added value throughout the complete processing value chain in various areas of agriculture, water and spatial (city) development. With our joint dedicated domain knowledge on food, water and the environment as on enabling ICT technologies Milan InnoVincY can create solutions supporting directly your business.",,,,,,,,,,,,Data Analytics & Insights,All,,,,,,,,,,,,,,,,,,,,,,,,
MiraMap,,https://www.miramap.com/,logos/31ef556604e07934e403cce4550108e90e054cf7feb72283cec73afacd9aef21.svg,https://twitter.com/miramapNL,,,,,,,,Wij zijn specialisten op het gebied van remote sensing en aardobservatie oplossingen.,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
MottMcDonald,,https://www.mottmac.com/,logos/dd07ebe7c1495b1a11077a291217d42bee079cf55e08ff697ee3a83eda15b8c2.svg,https://twitter.com/mottmacdonald,,,,,,,,"Opening opportunities with connected thinking. Partnering with our clients, we are solving the world's most intricate challenges. We search out the connections others fail to make, to unlock creativity and deliver better outcomes for the lives we touch every day.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Museon/Omniversum,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Museums,All,,,,,,,,,,,,,,,,,,,,,,,,
Nationaal Ruimtevaart Museum,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Museums,All,,,,,,,,,,,,,,,,,,,,,,,,
Nelen & Schuurmans,,https://nelen-schuurmans.nl/,logos/7d64c1f882554f121a5a6926e9e22b2dbca9086868e01e8390a3a1fda497341d.svg,https://twitter.com/nelenschuurmans,,,,,,,,"Nelen & Schuurmans is a water management consultancy & IT company. Founded in 1998 the company has grown to a multidisciplinary team of over 70 water management experts and developers. Clients include municipalities, provinces, national governments, wa...",,,,,,,,,,,,Space Consultancy,All,,,,,,,,,,,,,,,,,,,,,,,,
NEMO Science Museum,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Museums,All,,,,,,,,,,,,,,,,,,,,,,,,
NEO BV,,https://neo.nl/,logos/3fd0eefb2f8559ad0574e94ed1cf949c05c1961bca8368a7b98352de43f29baf.svg,,,,,,,,,"NEO assisteert overheden en bedrijven in het duurzaam verbeteren van locatiegebonden informatie. Daarmee zijn onze klanten beter in staat beslissingen te nemen, plannen te maken, enz. Wij vinden het belangrijk dat wij in deze snel veranderende wereld z...",,,,,,,,,,,,Data Analytics & Insights,All,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Aerospace Centre NLR,,https://www.nlr.nl/,logos/8bde905eeb4b199376793c5cb75066b40a386b0ade17f6fba0341a20692ab7a6.svg,,,,,,,,,"The Netherlands Aerospace Centre (NLR) conducts applied research for aerospace, advancing safety, sustainability and innovation for industry and government.",,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Space Office,,https://www.spaceoffice.nl/,logos/2239a621281630d3d8ace50496f73c021aaa136aaa73d50862be43b55565a6b6.svg,http://twitter.com/NLSpaceOffice,,,,,,,,The Netherlands Space Office acts as the Dutch agency for space affairs. The Netherlands Space Office (NSO) was established by the Dutch government in order to develop the Netherlands’ space programme and to bring that programme to action.,,,,,,,,,,,,Government,All,,,,,,,,,,,,,,,,,,,,,,,,
Neways Micro Electronics,,https://www.newayselectronics.com/,logos/cb04b3b8c137cc89f9fe3e1283b007802f5e66a60ba7d4e29c1d0a7929245e38.svg,,,,,,,,,Neways is active in the international EMS (Electronic Manufacturing Services) market. We offer our clients custom-made solutions for the complete product life cycle (from product development to after-sales service) of both electronic components and complete (box-built) electronic control systems.,,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
NL Space Campus,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
NLR,,https://nlr.nl/,logos/8bde905eeb4b199376793c5cb75066b40a386b0ade17f6fba0341a20692ab7a6.svg,https://twitter.com/NLR_NL,,,,,,,,"The Royal Netherlands Aerospace Centre, formerly known as the National Aerospace Laboratory is an aerospace research organisation of the Netherlands, and is one of its major technological institutes.",,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
NOVA,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
NTS,,https://www.nts-group.nl/,logos/e71e396f4f46ece8485177a9cc8a32851637f5bcbae5da1d28f2dc1eaec90c2f.svg,https://twitter.com/NTSGroupNL,,,,,,,,"As a first-tier system supplier in (opto-)mechatronic systems and mechanical modules for large, high-tech machine manufacturers (OEMs), we accelerate the future by contributing to future technologies. Our competences can be divided in Development & Engineering, Component Manufacturing and Systems Assembly.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
NUNC/COBBS,,https://cobbsindustries.com,logos/68d8545628615d0029faf935479587cf491fa2942a7b86c0ab774359a3defc4c.svg,,,,,,,,,NUNC/COBBS provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
NVR,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Industry and Professional Associations,All,,,,,,,,,,,,,,,,,,,,,,,,
NWO,,https://www.nwo.nl/,logos/01b39a788e93f1cbd5c3af8ba4203db97f3212aaf1219b1822a0f3437887b25c.svg,https://twitter.com/nwonieuws,,,,,,,,"NWO investeert jaarlijks bijna 1 miljard euro in nieuwsgierigheidsgedreven onderzoek, onderzoek gericht op maatschappelijke uitdagingen en in onderzoeksinfrastructuur.",,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
OptNet,,https://opt-net.eu/,logos/752c69fc0c723e28ce69c3a02904163817fe1791b9b2da66a58866de7956bc85.svg,https://twitter.com/OptNetConsBV,,,,,,,,OPT/NET B.V. builds comprehensive Mission Critical AI products for data-driven environments based on decades of hardcore critical industry experience.,,,,,,,,,,,,Data Analytics & Insights,All,,,,,,,,,,,,,,,,,,,,,,,,
Orbital Eye BV,,https://orbitaleye.nl/,logos/fb9078c35d770e6c4a736eee41824e638bce806599c28e70566d5fb4e342387d.svg,https://twitter.com/Marmoris_NL,,,,,,,,"Orbital Eye offers solutions for monitoring critical infrastructure such as transmission pipelines, roads, railways and powerlines. Our solutions are based on space technology and provide a safe, reliable and sustainable way to monitor your assets.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Overstory,,https://www.overstory.com/,logos/4623c5d8674746139638354ad56204b477f7f1cf4f10784f201338acfc43dd60.svg,https://twitter.com/overstoryai,,,,,,,,Overstory is on a mission to become the standard in predictive planet intelligence. Understanding every m² on Earth in real-time.,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Owl tech,,http://www.owltech.nl/,,,,,,,,,,"We love 3D printing and asked over 200 creators about their 3D printing experience. Their response was: the high failure rate, terribly long building time, and low build quality frustrates us!",,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Paans van Oord,,https://paansvanoord.com,logos/c43052f3154dffd8889dd42509f22c4dbfc6c7849c842a4ae0e03573a916ac8c.svg,,,,,,,,,Paans van Oord provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
ParkBee,,https://parkbee.com/,logos/30662239c61eda24ecca76d56f4bdf13e69690f4c4041c5a746ab790939f9929.svg,https://twitter.com/parkbee_nl/,,,,,,,,"Het is onze missie om reizigers, vastgoedeigenaren en de lokale overheid beter gebruik te laten maken van stedelijke ruimte. Als een van de eerste digitale car park operators, halen we auto’s uit het straatbeeld door de bestuurders een beter alternatief te bieden.",,,,,,,,,,,,Location-based Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Parsec Timing,,https://parsectiming.com/,,,,,,,,,,"We are a space-o-phile, tech-oriented startup making endurance sports fair, live & interactive.",,,,,,,,,,,,Location-based Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Pats,,https://pats-drones.com/,logos/6d64085309418c796e78cba1c720ee3a371bef37e62699c444649de2c73db3e6.svg,https://twitter.com/patsdrones,,,,,,,,Our bio-inspired solution proactively controls harmful insect populations. The bat-like drones work autonomously and keep plagues in check. By selectively eliminating harmful insects the ecological balance in a greenhouse ecosystem is sustained.,,,,,,,,,,,,Drone/UAV Mapping,All,,,,,,,,,,,,,,,,,,,,,,,,
PATS Indoor Drones,,https://pats-drones.com,logos/6d64085309418c796e78cba1c720ee3a371bef37e62699c444649de2c73db3e6.svg,,,,,,,,,"PATS Indoor Drones develops and delivers drone systems and services for inspection, mapping, security and other industrial applications, integrating hardware, software and operations.",,,,,,,,,,,,Drone/UAV Mapping,All,,,,,,,,,,,,,,,,,,,,,,,,
Pentacon,,https://pentacon.nl/,logos/797b67ca6be8174af450bdfa88a4481be08d212547e6c8941fa317587b24b73b.svg,,,,,,,,,"Ingenieursbureau Pentacon uit Haarlem levert procesanalyse & -optimalisatie. En verzorgt het design, engineering en realisatie van complete machines, componenten en systemen",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Performance Rotors,,https://performance-rotors.com,logos/5c149cf49042674369e15c5a998d1d9d114c8e34aee7e2a7bf9f5eae03f25cc0.svg,,,,,,,,,"Performance Rotors designs and manufactures advanced components and structures for aerospace and high‑tech applications, with capabilities in materials, machining and qualification.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Photonis Netherlands B.V.,,https://www.photonis.com/,logos/192c46a5730c46bd65cb356f80eb00c2fc20afe666a2f4956b20cddc545f20a9.svg,https://twitter.com/PhotonisScience,,,,,,,,"Photonis is a high-tech organization experienced in innovating, developing, manufacturing, and selling photo sensor technologies.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Promolding,,https://www.promolding.nl/,logos/0ade3a7aa141f39ed66b2e3fc8338b08d4a91d9cde71c47f98aad9d7da4b09d6.svg,https://twitter.com/promolding,,,,,,,,Productontwikkeling en productie van hoogwaardige kunststof spuitgietproducten,,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Qlayers,,https://qlayers.com,logos/5ef57604521e9a41373c05c1d0470af5736f976c01cc53f3ee62fa1b7d8e62ce.svg,,,,,,,,,Qlayers provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Qubitrium,,https://qubitrium.com.tr/,,,,,,,,,,Qubitrium provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Readar,,https://readar.com/,logos/a144b36efc4300ddcfce43b7eecb613880c8494d60770bc9612640d9bba56f80.svg,,,,,,,,,"Aerial photographs are very convenient to gather information about a building or an area. But imagine you need information about thousands of buildings, an entire town or an entire country? Going through the photos manually is not an option! Readar offers you the solution. We mine data from aerial photographs using remote sensing and Machine Learning. By doing so, we are able to save you many man-years of work.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Reef Support,,https://www.reef.support/,logos/28e7fa82ea6688a3419c63b5e385b7efa324a88c6c9075a4874255eacdf7337a.svg,https://twitter.com/SupportReef,,,,,,,,"Reef Support works with partners globally to develop solutions for ocean and MPA monitoring, marine research and conservation.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Revolv,,https://www.revolvspace.com/,logos/57bc4a6f956407fed704c035827b3ce7751287228a2e114f5706340a843ed788.svg,,,,,,,,,Solar array rotary actuators,,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Revolv Space,,https://www.revolvspace.com/,logos/57bc4a6f956407fed704c035827b3ce7751287228a2e114f5706340a843ed788.svg,,,,,,,,,Revolv Space provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Rhea Group,,https://www.rheagroup.com/,logos/79a1ae1afc1e4f219775704201a3bac49b6cfee17cbc10382d2a59fbf34c86c9.svg,https://twitter.com/rheagroup,,,,,,,,"RHEA Group biedt engineering oplossingen, systeemontwikkelingen en beveiligingsdiensten op maat aan voor de ruimtevaart, het leger, de overheid en andere kritieke infrastructuren.",,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Rijkswaterstaat,,https://www.rijkswaterstaat.nl/,logos/3ed99af0e7ef98f8f93af4cc307d90672794ab9d34818e199bca7a2d1a7fde6d.svg,https://www.twitter.com/Rijkswaterstaat,,,,,,,,"Samen werken aan een veilig, leefbaar en bereikbaar Nederland. Dat is Rijkswaterstaat.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
RoadEO,,https://www.roadeo.io/,logos/6182020650c1e0fb3bc9046b7dbf2fdb2732a2db24e90c2616fd2458d1dd8323.svg,https://twitter.com/roadeo_io,,,,,,,,RoadEO is developing a global road quality monitoring and prediction platform advising public road authorities and commercial construction firms when and where the next road segment needs to be maintained.,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Robin Radar,,https://robinradar.com,logos/d5d697c63f4da861aa98139ddedc137fb24f2b5e4f8321f70e7f9ee8f24ffb13.svg,,,,,,,,,"Robin Radar provides radar solutions to detect and track birds and drones, improving aviation safety and protecting critical infrastructure.",,,,,,,,,,,,Satellite Communication,All,,,,,,,,,,,,,,,,,,,,,,,,
RoyalHaskoningDHV,,https://rhdhv.com/,,https://twitter.com/RHDHV,,,,,,,,"Royal HaskoningDHV is an international, non-listed engineering consultancy firm with headquarters in Amersfoort, Netherlands.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Sander Koenen - creative,,https://www.sanderkoenen.nl/,logos/3cb87d0fba7c4945f12cbe8fc10d374e43c2fe865ff12846721df2c8f9978be2.svg,https://twitter.com/sanderkoenen,,,,,,,,"Als creatief ondernemer zoek ik naar mooie, spannende en inspirerende verhalen om door te vertellen. Ik duik in de wereld van wetenschap en techniek, want die fascineert me. En ik ontmoet graag mensen die nét zo nieuwsgierig zijn als ik…",,,,,,,,,,,,Space Creative Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Sapienza Consulting,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Recruitment,All,,,,,,,,,,,,,,,,,,,,,,,,
Sarvision,,https://www.sarvision.nl/,logos/3667070b2b75085ef8d40fe4affb7193ad25937fc50706987714f9b09bfcd32c.svg,,,,,,,,,"SarVision is a private company founded by researchers of the Wageningen University, the nr. 1 ranked agricultural university in the world. We are frontrunners in developing and implementing automated monitoring systems for natural resources management.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Satelligence,,https://satelligence.com/,logos/44654b00ee2d680dacdaba7dbf94e609e217976926277ce5d75d47c13e49b34b.svg,https://twitter.com/SatelligenceEO,,,,,,,,"Track your progress and meet your climate objectives with intelligent supply chain monitoring, covering carbon stock, deforestation, agricultural commodities and more. Powered by satellites, simplified by AI, in real-time.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Satellogic,,https://satellogic.com/,logos/412f198884b1dd78f2e982cdac713fc3687ed950ef3453f21176335308f83c87.svg,https://twitter.com/satellogic,,,,,,,,Satellogic is making Earth Observation imagery accessible and affordable to drive better global decision-making. We want to do our part in building a world where every organization is prepared for the challenges of tomorrow.,,,,,,,,,,,,Satellites,All,,,,,,,,,,,,,,,,,,,,,,,,
satsearch,,https://satsearch.co/,logos/bad4dd231077767cef8a39a0a40a386ecd8924c2e385f1dd387cd11f3de324a9.svg,https://twitter.com/satsearchco,,,,,,,,"The global marketplace for the space industry. Helping space engineers source components, subsystems, platforms, and services from global suppliers for ground, launch, and space.",,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
SBIC,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
Scabro,,https://scabro.com,logos/b9697320e670c19fa2cec9954f045e6dc9034a9a444d2c62d02180c053bb70fc.svg,,,,,,,,,"Scabro designs and manufactures advanced components and structures for aerospace and high‑tech applications, with capabilities in materials, machining and qualification.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Schonenborg Space Engineering BV,,http://www.schonenborg.com/,,,,,,,,,,Schonenborg Space Engineering B.V. develops ISS flight hardware for experimental and support purposes. In addition consultancy for space engineering and project management is provided.,,,,,,,,,,,,Space Consultancy,All,,,,,,,,,,,,,,,,,,,,,,,,
Science and Technology Corporation / S&T,,https://stcorp.nl/,,https://twitter.com/ExpertsPool,,,,,,,,"S[&]T is your place for high-tech jobs, in-house or on-site (scientific) data projects - for the best clients in Europe. We are your Data Innovation Partner!",,,,,,,,,,,,Data Analytics & Insights,All,,,,,,,,,,,,,,,,,,,,,,,,
